inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf75-584,528.0,2016.063,3000,14760.063,7.335415950123193,0.7831144802976769
ruf75-36,484.0,2268.994,3000,16200.994,7.555833046859637,0.507284637004772
ruf75-652,873.0,1278.349,3000,4707.349,6.714175511973745,1.1570015799801243
ruf75-37,997.0,402.045,3000,483.045,5.607878265900925,0.7867013927357095
ruf75-354,578.0,1901.289,3000,13295.289,7.236427833501212,0.8942645574034876
ruf75-820,708.0,1660.725,3000,9544.725,7.059054250606521,0.9843974442544768
ruf75-503,842.0,1242.431,3000,5508.431,6.666531331882269,1.1303453469209264
ruf75-307,672.0,1638.51,3000,10494.51,7.000482899441011,1.0793129364439036
ruf75-236,996.0,404.376,3000,512.376,5.595781749297575,0.7906344335289119
ruf75-694,582.0,1883.951,3000,13169.951,7.182008743029982,1.0599059619340978
ruf75-464,239.0,2552.814,3000,23099.814,7.688601628701341,0.528637218758893
ruf75-258,528.0,1872.291,3000,14616.291,7.076427035698877,1.4035144544707945
ruf75-325,965.0,838.031,3000,1783.031,6.3019171832158225,0.9910847732463013
ruf75-798,937.0,979.866,3000,2680.866,6.480052403157527,0.9162004325274942
ruf75-232,733.0,1469.476,3000,8678.476,6.857033877062671,1.145999149283495
ruf75-831,975.0,723.512,3000,1398.512,6.090369152246649,1.0824060080529434
ruf75-507,971.0,675.361,3000,1458.361,6.0692559472027705,0.9209739125819351
ruf75-294,970.0,664.252,3000,1474.252,6.0244061143076,0.9700237410987115
ruf75-252,707.0,1742.487,3000,9653.487,7.158909641700521,0.8460158709776651
ruf75-928,970.0,621.119,3000,1431.119,5.9040986873667105,1.0561776119098714
ruf75-171,444.0,2301.508,3000,17313.508,7.562856891093559,0.549158966336616
ruf75-103,388.0,2248.736,3000,18772.736,7.456260115946421,0.8437862902611172
ruf75-892,336.0,2384.002,3000,20312.002,7.519028268566573,0.9284473425307668
ruf75-574,980.0,629.189,3000,1169.189,6.027985333445104,0.8636976889850906
